1656.68,8434.29,4446.27,-2778.24,384.788,1755.64,1170.38,1532.92,1977.57,-2267.76,-173.205,-2504.52,4.52648,-1661.07,-164.714,5
1091.39,9796.36,4906.1,-1281.49,91.1624,1969.07,1528.6,2621.85,1790.48,-2295.18,-394.232,-2510.3,134.65,-1920.8,-27.0639,5
-1130.35,9510.03,3940.96,-1488.01,2027.6,2935.22,1107,2389.43,2822.8,-2139.45,-227.448,-1941.43,-305.372,-1627.77,-191.307,6
-1003.43,9459.6,3927.75,-1648.51,2274.21,2768.35,1138.93,2446.62,2795.54,-1951.16,-563.253,-1666.34,-326.071,-1494.48,-145.822,6
-1197.29,10631.8,4761.26,-786.617,2502.2,2599.74,1274.11,3680,2312.68,-2013.2,-933.351,-1471.59,-300.408,-1528.37,141.844,6
-1275.43,10616.1,4907.82,-865.09,1732.46,2586.71,923.465,3341.28,2206.48,-2007.01,-703.747,-1539.95,-460.106,-1529.07,102.388,6
-681.93,7442.62,4584.7,1685.7,315.477,1437.06,-336.325,2125.32,2858.51,-2635.92,437.152,-2446.1,-632.789,-1250.88,-164.31,7
-186.688,6680.36,4519.92,1243.27,168.724,1988.51,-480.589,1853.76,2514.33,-2195.38,200.639,-2139.97,-576.551,-1235.11,-246.38,7
-322.962,8321.82,4077.54,1612.7,-149.523,1329.18,-209.864,2113.68,2574.02,-2933.71,137.652,-2141.78,-673.328,-1256.87,-278.362,7
-359.064,8282.63,4298.89,2029.61,-288.622,1470.46,-166.239,2329.08,2370.13,-2829.71,353.069,-2389.89,-634.743,-989.695,-385.775,7
-65.7326,6311.6,7235.12,-1905.53,922.414,1539.55,749.269,3426.13,2379.25,-2277.66,996.612,-1460.03,520.85,-741.053,-207.98,8
172.113,5849.97,7137.02,-2031.39,1089.33,1515.44,685.233,3254.48,2457.49,-2237.23,1051.86,-1346.15,553.537,-1079.31,-205.268,8
31.8359,6267.44,6943.97,-1944.47,531.278,2144.18,1511.97,3079.98,2829.16,-2199.72,1254.28,-2975.99,-25.0505,-1613.11,236.328,8
387.292,6978.52,7796.19,-1447.72,148.872,2711.18,1869.82,3459.39,2669.69,-3021.97,650.194,-2728.48,-391.258,-1351.92,-26.4196,8
-807.376,7122.26,2819.67,-821.081,-204.573,2334.5,2346.35,3130.92,2267.47,-2554.24,-357.947,-2483.24,-65.3215,-495.425,-75.8488,9
-683.48,7087.18,3286.01,-1225.21,-686.298,2626.92,2028.48,2879.51,2672.34,-2765.4,-371.66,-2534.96,-189.517,-592.189,-245.056,9
-650.589,7439.57,3721.44,-744.674,-704.248,2478.54,1782.82,3608.31,2177.73,-3000.51,-814.731,-1648.66,41.8188,-912.541,-229.111,9
-982.702,7849.35,2759.27,-47.5272,-687.074,2617.39,2192.02,3470.68,1926.53,-2648.07,-156.557,-2291.31,32.6518,-648.724,-62.7575,9
-2070.37,5738.19,4191.93,-1763.22,1558.73,50.3117,1543.73,2942.04,2467.28,-1276.51,284.779,-688.645,-297.603,-872.092,407.197,10
-2230.65,5849.12,4199.16,-885.646,762.018,-130.229,1840.25,3272.72,2649.4,-1549.34,-40.2588,-1856.61,-388.519,-1081.09,-181.054,10
-1919.21,6609.61,3892.78,-375.445,564.428,649.295,2219.28,3092.05,2136.38,-1147.81,-200.103,-2882.82,-348.17,-747.533,-776.178,10
-2155.23,6658.15,5386.26,-523.169,240.413,455.159,2119.94,3476.98,2595.53,-2403.46,-493.218,-2582.9,-241.896,-1569.15,198.718,10
60.8862,4811.53,5729.91,-652.443,-138.842,3525.62,314.975,2571.81,2151.85,-1632.73,-926.076,-2154.5,-774.698,-838.567,-510.047,11
608.009,4961.61,6391.01,-1662.54,82.9146,2448.14,595.268,2386.31,615.23,-2076.98,-1063.15,-2835.75,-542.239,-1237.81,702.184,11
2116.39,5258.77,5836.35,-233.963,699.785,3137.49,435.956,3389.34,3838.31,-1356.15,-1485.1,-2042.21,334.609,-1214.73,-484.945,11
1954.52,5275.14,5528.45,34.1231,895.893,3140.83,454.797,3443.96,4130.97,-1625.93,-1474.06,-2028.3,427.362,-1344.72,-233.002,11
1515.75,8524.11,6178.06,-362.71,-1249.43,1154.29,1368.94,3054.26,2819.84,-3040.99,-700.062,-1688.94,523.309,-1332.01,-666.084,12
1638.85,7789.53,4780.1,-1079.67,-1540.26,501.249,1218.74,2399.65,2931.91,-3331.59,-871.17,-1703.47,742.715,-1495.63,-391.01,12
2999.64,10784.7,5564.97,1492.61,107.154,1573.12,1097.14,4367.93,972.283,-1614.84,-260.485,-1980.32,331.759,-1026.83,21.7128,12
4780.51,5659.93,2959.81,-887.418,1312.92,2070.19,1325.75,3473.19,1787.56,-2429.95,335.88,-2262.1,-382.039,-1953,-1374.1,12
3202.02,8687.32,4671.14,-1861.3,-577.453,1271.6,1086.07,2478.05,3320.11,-1701.72,-329.205,-1518.82,-730.698,-221.265,-389.694,13
3284.01,8689.99,4448.48,-1952.92,-446.523,1273.54,1311.93,2210.71,3467.36,-1726.86,-77.5543,-1336.83,-693.931,-4.88305,-441.592,13
3300.67,9041.59,5240.61,-1704.55,-78.2283,1420.32,286.939,2697.17,1822.16,-1486.82,-128.685,-2591.6,-462.099,-669.344,47.7572,13
2689.69,8996.98,5044.89,-1073.08,-502.215,1449.8,1045.92,3112.52,3108.27,-1387.34,182.946,-1530.79,-895.352,-550.351,-427.208,13
4657.36,5897.57,3382.39,-379.292,1222.43,1966.37,1247.95,3303.53,2685.96,-2256.55,120.686,-2028.59,-341.138,-1282,-20.508,14
4364.96,5869.71,3193.81,-79.2988,1079.23,2005.2,1543.53,3059.71,2966.83,-2691.12,216.497,-1625.66,-422.254,-922.212,1474.31,14
4475.09,5715.61,3489.12,-568.259,1166.63,1858.75,1317.78,3395.85,2336.06,-2212.42,6.51925,-2294.63,-396.019,-1719.3,-756.966,14
4780.51,5659.93,2959.81,-887.418,1312.92,2070.19,1325.75,3473.19,1787.56,-2429.95,335.88,-2262.1,-382.039,-1953,-1374.1,14
1118.87,6759.29,5008.69,650.03,1029.2,3073.48,1845.95,1551.07,2002.62,-2066.74,89.8772,-1787.32,1107.47,-351.641,-377.503,15
402.084,7863.02,4414.52,-1500.07,751.452,2240.9,390.435,2319,1303.11,-2125.16,415.206,-1100.87,64.6168,-925.906,-592.764,15
763.102,6621.32,4940.23,529.874,898.968,3159.05,1997.26,1523.7,1810.79,-2082.52,266.196,-1770.18,857.838,-469.094,-345.377,15
498.584,7607.91,4471.88,-1619.17,652.241,2334.91,663.194,2209.82,1165.17,-2147.7,412.753,-1183.98,-71.3238,-936.71,-611.859,15
